2.000000000000000000e+00,1.000000000000000000e+00,1.192808151245117215e-06
2.000000000000000000e+00,1.100000000000000000e+01,2.091646194458007738e-06
2.000000000000000000e+00,2.100000000000000000e+01,2.899646759033203318e-06
2.000000000000000000e+00,3.100000000000000000e+01,5.664825439453125373e-06
2.000000000000000000e+00,4.100000000000000000e+01,8.769750595092773736e-06
2.000000000000000000e+00,5.100000000000000000e+01,1.409673690795898382e-05
2.000000000000000000e+00,6.100000000000000000e+01,2.093744277954101511e-05
2.000000000000000000e+00,7.100000000000000000e+01,4.179573059082031299e-05
2.000000000000000000e+00,8.100000000000000000e+01,3.629493713378906234e-05
2.000000000000000000e+00,9.100000000000000000e+01,3.042984008789062619e-05
2.000000000000000000e+00,1.010000000000000000e+02,3.617501258850097976e-05
2.000000000000000000e+00,1.110000000000000000e+02,4.145503044128417969e-05
2.000000000000000000e+00,1.210000000000000000e+02,4.630732536315918061e-05
2.000000000000000000e+00,1.310000000000000000e+02,1.233530044555664052e-04
2.000000000000000000e+00,1.410000000000000000e+02,1.165697574615478453e-04
2.000000000000000000e+00,1.510000000000000000e+02,1.249480247497558713e-04
2.000000000000000000e+00,1.610000000000000000e+02,1.401326656341552769e-04
2.000000000000000000e+00,1.710000000000000000e+02,1.584794521331787140e-04
2.000000000000000000e+00,1.810000000000000000e+02,1.612896919250488394e-04
2.000000000000000000e+00,1.910000000000000000e+02,1.780998706817626942e-04
2.000000000000000000e+00,2.010000000000000000e+02,2.114965915679931682e-04
2.000000000000000000e+00,2.110000000000000000e+02,2.056503295898437370e-04
2.000000000000000000e+00,2.210000000000000000e+02,2.240927219390869167e-04
2.000000000000000000e+00,2.310000000000000000e+02,2.338695526123046777e-04
2.000000000000000000e+00,2.410000000000000000e+02,2.548339366912842066e-04
2.000000000000000000e+00,2.510000000000000000e+02,2.764446735382079931e-04
2.000000000000000000e+00,2.610000000000000000e+02,3.135352134704589601e-04
2.000000000000000000e+00,2.710000000000000000e+02,3.484339714050293212e-04
2.000000000000000000e+00,2.810000000000000000e+02,4.134166240692138412e-04
2.000000000000000000e+00,2.910000000000000000e+02,4.491255283355712904e-04
3.000000000000000000e+00,1.000000000000000000e+00,3.910779953002929376e-06
3.000000000000000000e+00,1.100000000000000000e+01,7.627725601196288717e-06
3.000000000000000000e+00,2.100000000000000000e+01,1.274228096008300788e-05
3.000000000000000000e+00,3.100000000000000000e+01,2.364873886108398383e-05
3.000000000000000000e+00,4.100000000000000000e+01,2.553582191467285251e-05
3.000000000000000000e+00,5.100000000000000000e+01,2.779459953308105314e-05
3.000000000000000000e+00,6.100000000000000000e+01,4.113841056823730398e-05
3.000000000000000000e+00,7.100000000000000000e+01,4.278182983398437446e-05
