2.000000000000000000e+00,1.000000000000000000e+00,2.853155136108398563e-06
2.000000000000000000e+00,1.100000000000000000e+01,3.059864044189453037e-06
2.000000000000000000e+00,2.100000000000000000e+01,2.905607223510742042e-06
2.000000000000000000e+00,3.100000000000000000e+01,2.925872802734375058e-06
2.000000000000000000e+00,4.100000000000000000e+01,2.907276153564453325e-06
2.000000000000000000e+00,5.100000000000000000e+01,2.915859222412109477e-06
2.000000000000000000e+00,6.100000000000000000e+01,2.998352050781250122e-06
2.000000000000000000e+00,7.100000000000000000e+01,3.221511840820312608e-06
2.000000000000000000e+00,8.100000000000000000e+01,2.923727035522460914e-06
2.000000000000000000e+00,9.100000000000000000e+01,2.951860427856445367e-06
2.000000000000000000e+00,1.010000000000000000e+02,3.067731857299804898e-06
2.000000000000000000e+00,1.110000000000000000e+02,3.045558929443359168e-06
2.000000000000000000e+00,1.210000000000000000e+02,3.051996231079101600e-06
2.000000000000000000e+00,1.310000000000000000e+02,3.023147583007812432e-06
2.000000000000000000e+00,1.410000000000000000e+02,3.066539764404296899e-06
2.000000000000000000e+00,1.510000000000000000e+02,3.009796142578125132e-06
2.000000000000000000e+00,1.610000000000000000e+02,3.049135208129882741e-06
2.000000000000000000e+00,1.710000000000000000e+02,3.060102462768554891e-06
2.000000000000000000e+00,1.810000000000000000e+02,3.013849258422851566e-06
2.000000000000000000e+00,1.910000000000000000e+02,3.912448883056640659e-06
2.000000000000000000e+00,2.010000000000000000e+02,3.955364227294921841e-06
2.000000000000000000e+00,2.110000000000000000e+02,3.926753997802734104e-06
2.000000000000000000e+00,2.210000000000000000e+02,3.975152969360351149e-06
2.000000000000000000e+00,2.310000000000000000e+02,3.986358642578124729e-06
2.000000000000000000e+00,2.410000000000000000e+02,3.951787948608398268e-06
2.000000000000000000e+00,2.510000000000000000e+02,4.094362258911132399e-06
2.000000000000000000e+00,2.610000000000000000e+02,4.082441329956054952e-06
2.000000000000000000e+00,2.710000000000000000e+02,1.886844635009765554e-06
2.000000000000000000e+00,2.810000000000000000e+02,1.909255981445312290e-06
2.000000000000000000e+00,2.910000000000000000e+02,1.868963241577148536e-06
